"Activity Name","Course Code","Activity Host Key","Actvity Type","Day Name","Start Time","End Time","Location Name"
"MATH4/5 Variational Calculus","MATH11179_SV1_SEM1","#SPLUS50F5CC","Lecture - Online Live","Wednesday","14:10","15:00",""
"MATH4/5 Variational Calculus","MATH11179_SV1_SEM1","#SPLUS1BB659","Lecture - Online Live","Monday","14:10","15:00",""
"MATH4/5 Variational Calculus - Tut (online)/01","MATH11179_SV1_SEM1","#SPLUSB41968","Tutorial - Online Live","Thursday","10:30","11:30",""
"MATH4/5 Variational Calculus - Tut (online)/02","MATH11179_SV1_SEM1","#SPLUSB4196A","Tutorial - Online Live","Thursday","15:30","16:30",""
"MATHO Incomplete Data Analysis - Tut (Online)/11","MATH11185_SS1_SEM1","#SPLUSF27E06","Tutorial - Online Live","Wednesday","15:30","16:30",""
"MATHO Incomplete Data Analysis - Tut (Online)/12","MATH11185_SS1_SEM1","#SPLUSF27E08","Tutorial - Online Live","Wednesday","17:10","18:00",""
"MATHO Incomplete Data Analysis - Tut (Online)/13","MATH11185_SS1_SEM1","#SPLUS26523B","Tutorial","Wednesday","14:10","15:00",""
"MATHO Incomplete Data Analysis - Tut (Suite 1)/01","MATH11185_SS1_SEM1","#SPLUSF27DE7","Tutorial","Wednesday","15:30","16:30","5326"
"MATHO Incomplete Data Analysis - Tut (Suite 1)/02","MATH11185_SS1_SEM1","#SPLUSF27DE9","Tutorial","Wednesday","15:30","16:30","5327"
"MATHO Incomplete Data Analysis - Tut (Suite 1)/03","MATH11185_SS1_SEM1","#SPLUSF27DEB","Tutorial","Wednesday","15:30","16:30","5328"
"MATHO Incomplete Data Analysis - Tut (Suite 1)/04","MATH11185_SS1_SEM1","#SPLUSF27DED","Tutorial","Wednesday","15:30","16:30","5205"
"MATHO Incomplete Data Analysis - Tut (Suite 2)/05","MATH11185_SS1_SEM1","#SPLUSF27DF3","Tutorial","Wednesday","17:10","18:00","3217 - Teaching Studio"
"MATHO Incomplete Data Analysis - Tut (Suite 2)/06","MATH11185_SS1_SEM1","#SPLUSF27DF5","Tutorial","Wednesday","17:10","18:00","3217 - Teaching Studio"
"MATHO Incomplete Data Analysis - Tut (Suite 2)/07","MATH11185_SS1_SEM1","#SPLUSF27DF7","Tutorial","Wednesday","17:10","18:00","1501"
"MATHO Incomplete Data Analysis - Tut (Suite 3)/08","MATH11185_SS1_SEM1","#SPLUSF27DFC","Tutorial","Wednesday","17:10","18:00","6301"
"MATHO Incomplete Data Analysis - Tut (Suite 3)/09","MATH11185_SS1_SEM1","#SPLUSF27DFE","Tutorial","Wednesday","17:10","18:00","6201"
"MATHO Incomplete Data Analysis - Tut (Suite 3)/10","MATH11185_SS1_SEM1","#SPLUSF27E00","Tutorial","Wednesday","17:10","18:00","6206"
"MATHO Research Skills for Computational Applied Mathematics - Tut (Online)/04","MATH11197_SS1_YR","#SPLUSB46940","Tutorial - Online Live","Friday","11:10","13:00",""
"MATHO Research Skills for Computational Applied Mathematics - Tut (Suite 2)/01","MATH11197_SS1_YR","#SPLUSB4693A","Tutorial","Friday","11:10","13:00","3217 - Teaching Studio"
"MATHO Research Skills for Computational Applied Mathematics - Tut (Suite 2)/02","MATH11197_SS1_YR","#SPLUSB4693C","Tutorial","Friday","11:10","13:00","3217 - Teaching Studio"
"MATHO Research Skills for Computational Applied Mathematics - Tut (Suite 2)/03","MATH11197_SS1_YR","#SPLUSB4693E","Tutorial","Friday","11:10","13:00","1501"
"MATHO Python Programming - Tut (Online)/24","MATH11199_SS1_SEM1","#SPLUSF27DCC","Tutorial - Online Live","Wednesday","12:10","13:00",""
"MATHO Python Programming - Tut (Online)/25","MATH11199_SS1_SEM1","#SPLUSF27DCE","Tutorial - Online Live","Wednesday","10:30","11:30",""
"MATHO Python Programming - Tut (Online)/26","MATH11199_SS1_SEM1","#SPLUSF27DD0","Tutorial - Online Live","Wednesday","14:10","15:00",""
"MATHO Python Programming - Tut (Online)/27","MATH11199_SS1_SEM1","#SPLUSF27DD2","Tutorial - Online Live","Wednesday","15:30","16:30",""
"MATHO Python Programming - Tut (Online)/28","MATH11199_SS1_SEM1","#SPLUSF27DD4","Tutorial - Online Live","Friday","9:00","9:50",""
"MATHO Python Programming - Tut (Suite 2)/21","MATH11199_SS1_SEM1","#SPLUSF27DBA","Tutorial","Friday","9:00","9:50","3217 - Teaching Studio"
